,Unnamed: 0,t1_Aatrox,t1_Ahri,t1_Akali,t1_Akshan,t1_Alistar,t1_Amumu,t1_Anivia,t1_Annie,t1_Aphelios,t1_Ashe,t1_AurelionSol,t1_Azir,t1_Bard,t1_Blitzcrank,t1_Brand,t1_Braum,t1_Caitlyn,t1_Camille,t1_Cassiopeia,t1_Chogath,t1_Corki,t1_Darius,t1_Diana,t1_DrMundo,t1_Draven,t1_Ekko,t1_Elise,t1_Evelynn,t1_Ezreal,t1_FiddleSticks,t1_Fiora,t1_Fizz,t1_Galio,t1_Gangplank,t1_Garen,t1_Gnar,t1_Gragas,t1_Graves,t1_Gwen,t1_Hecarim,t1_Heimerdinger,t1_Illaoi,t1_Irelia,t1_Ivern,t1_Janna,t1_JarvanIV,t1_Jax,t1_Jayce,t1_Jhin,t1_Jinx,t1_Kaisa,t1_Kalista,t1_Karma,t1_Karthus,t1_Kassadin,t1_Katarina,t1_Kayle,t1_Kayn,t1_Kennen,t1_Khazix,t1_Kindred,t1_Kled,t1_KogMaw,t1_Leblanc,t1_LeeSin,t1_Leona,t1_Lillia,t1_Lissandra,t1_Lucian,t1_Lulu,t1_Lux,t1_Malphite,t1_Malzahar,t1_Maokai,t1_MasterYi,t1_MissFortune,t1_MonkeyKing,t1_Mordekaiser,t1_Morgana,t1_Nami,t1_Nasus,t1_Nautilus,t1_Neeko,t1_Nidalee,t1_Nocturne,t1_Nunu,t1_Olaf,t1_Orianna,t1_Ornn,t1_Pantheon,t1_Poppy,t1_Pyke,t1_Qiyana,t1_Quinn,t1_Rakan,t1_Rammus,t1_RekSai,t1_Rell,t1_Renata,t1_Renekton,t1_Rengar,t1_Riven,t1_Rumble,t1_Ryze,t1_Samira,t1_Sejuani,t1_Senna,t1_Seraphine,t1_Sett,t1_Shaco,t1_Shen,t1_Shyvana,t1_Singed,t1_Sion,t1_Sivir,t1_Skarner,t1_Sona,t1_Soraka,t1_Swain,t1_Sylas,t1_Syndra,t1_TahmKench,t1_Taliyah,t1_Talon,t1_Taric,t1_Teemo,t1_Thresh,t1_Tristana,t1_Trundle,t1_Tryndamere,t1_TwistedFate,t1_Twitch,t1_Udyr,t1_Urgot,t1_Varus,t1_Vayne,t1_Veigar,t1_Velkoz,t1_Vex,t1_Vi,t1_Viego,t1_Viktor,t1_Vladimir,t1_Volibear,t1_Warwick,t1_Xayah,t1_Xerath,t1_XinZhao,t1_Yasuo,t1_Yone,t1_Yorick,t1_Yuumi,t1_Zac,t1_Zed,t1_Zeri,t1_Ziggs,t1_Zilean,t1_Zoe,t1_Zyra,t2_Aatrox,t2_Ahri,t2_Akali,t2_Akshan,t2_Alistar,t2_Amumu,t2_Anivia,t2_Annie,t2_Aphelios,t2_Ashe,t2_AurelionSol,t2_Azir,t2_Bard,t2_Blitzcrank,t2_Brand,t2_Braum,t2_Caitlyn,t2_Camille,t2_Cassiopeia,t2_Chogath,t2_Corki,t2_Darius,t2_Diana,t2_DrMundo,t2_Draven,t2_Ekko,t2_Elise,t2_Evelynn,t2_Ezreal,t2_FiddleSticks,t2_Fiora,t2_Fizz,t2_Galio,t2_Gangplank,t2_Garen,t2_Gnar,t2_Gragas,t2_Graves,t2_Gwen,t2_Hecarim,t2_Heimerdinger,t2_Illaoi,t2_Irelia,t2_Ivern,t2_Janna,t2_JarvanIV,t2_Jax,t2_Jayce,t2_Jhin,t2_Jinx,t2_Kaisa,t2_Kalista,t2_Karma,t2_Karthus,t2_Kassadin,t2_Katarina,t2_Kayle,t2_Kayn,t2_Kennen,t2_Khazix,t2_Kindred,t2_Kled,t2_KogMaw,t2_Leblanc,t2_LeeSin,t2_Leona,t2_Lillia,t2_Lissandra,t2_Lucian,t2_Lulu,t2_Lux,t2_Malphite,t2_Malzahar,t2_Maokai,t2_MasterYi,t2_MissFortune,t2_MonkeyKing,t2_Mordekaiser,t2_Morgana,t2_Nami,t2_Nasus,t2_Nautilus,t2_Neeko,t2_Nidalee,t2_Nocturne,t2_Nunu,t2_Olaf,t2_Orianna,t2_Ornn,t2_Pantheon,t2_Poppy,t2_Pyke,t2_Qiyana,t2_Quinn,t2_Rakan,t2_Rammus,t2_RekSai,t2_Rell,t2_Renata,t2_Renekton,t2_Rengar,t2_Riven,t2_Rumble,t2_Ryze,t2_Samira,t2_Sejuani,t2_Senna,t2_Seraphine,t2_Sett,t2_Shaco,t2_Shen,t2_Shyvana,t2_Singed,t2_Sion,t2_Sivir,t2_Skarner,t2_Sona,t2_Soraka,t2_Swain,t2_Sylas,t2_Syndra,t2_TahmKench,t2_Taliyah,t2_Talon,t2_Taric,t2_Teemo,t2_Thresh,t2_Tristana,t2_Trundle,t2_Tryndamere,t2_TwistedFate,t2_Twitch,t2_Udyr,t2_Urgot,t2_Varus,t2_Vayne,t2_Veigar,t2_Velkoz,t2_Vex,t2_Vi,t2_Viego,t2_Viktor,t2_Vladimir,t2_Volibear,t2_Warwick,t2_Xayah,t2_Xerath,t2_XinZhao,t2_Yasuo,t2_Yone,t2_Yorick,t2_Yuumi,t2_Zac,t2_Zed,t2_Zeri,t2_Ziggs,t2_Zilean,t2_Zoe,t2_Zyra,win,player_team
0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
1,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1
2,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
3,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
4,0.0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1
5,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
6,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,1,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
7,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
8,0.0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0
9,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,1
10,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
11,0.0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,1,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0
12,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
